file,offset,budget,pinned,japanese,english
06199.sfm,0x177F,53,,"カードゲームの「ウィス」で
カードは全部で何種類ある？","How many kinds of cards are there
in total in the card game 'Wis'?"
06199.sfm,0x17B5,6,,**問題,**Question
06199.sfm,0x17BC,10,,**正解です,**Correct
06200.sfm,0x160C,15,,**間違いです1,**That's wrong 1
06200.sfm,0x161C,15,,**間違いです2,**That's wrong 2
06200.sfm,0x162C,15,,**間違いです3,**That's wrong 3
06200.sfm,0x163C,15,,**間違いです4,**That's wrong 4
06200.sfm,0x164C,15,,**間違いです5,**That's wrong 5
06200.sfm,0x165C,15,,**間違いです6,**That's wrong 6
06200.sfm,0x166C,15,,**間違いです7,**That's wrong 7
06200.sfm,0x1687,18,,「せいかい」を選べ,Pick 'Correct'.
06200.sfm,0x169A,12,,せいかいです,That's correct.
06200.sfm,0x16A7,8,,違います,Wrong.
06200.sfm,0x16B0,8,,時間切れ,Time's up.
06200.sfm,0x16B9,6,,**問題,**Question
06200.sfm,0x16C0,10,,**正解です,**Correct
06201.sfm,0x160C,15,,**間違いです1,**That's wrong 1
06201.sfm,0x161C,15,,**間違いです2,**That's wrong 2
06201.sfm,0x162C,15,,**間違いです3,**That's wrong 3
06201.sfm,0x163C,15,,**間違いです4,**That's wrong 4
06201.sfm,0x164C,15,,**間違いです5,**That's wrong 5
06201.sfm,0x165C,15,,**間違いです6,**That's wrong 6
06201.sfm,0x166C,15,,**間違いです7,**That's wrong 7
06201.sfm,0x1687,18,,「せいかい」を選べ,Pick 'Correct'.
06201.sfm,0x169A,12,,せいかいです,That's correct.
06201.sfm,0x16A7,8,,違います,Wrong.
06201.sfm,0x16B0,8,,時間切れ,Time's up.
06201.sfm,0x16B9,74,,"<Harold>がダイクロフトの
制御を乗っ取るまで、<Kyle>
たちがかせいだ時間は何分？","How many minutes did <Kyle> and
the others buy until <Harold>
took over control of Dycroft?"
06201.sfm,0x1704,6,,正解！,Correct!
06201.sfm,0x170B,8,,違うよ！,Wrong!
06201.sfm,0x1714,14,,時間切れだよ！,Time's up!
06201.sfm,0x1723,28,,記憶陣の周りに飛ぶ光の数は？,"How many lights fly around
the memory circle?"
06201.sfm,0x1740,62,,"戦闘の一番難しい難易度を
遊ぶためには、グレードが
いくつ必要？","How much Grade do you need
to play the hardest battle
difficulty?"
06201.sfm,0x177F,26,,よくこんなに戦ったよな････,We sure fought a lot...
06201.sfm,0x179A,6,,違うよ,Wrong.
06201.sfm,0x17A1,64,,"戦闘の難易度で「ハード」を
遊ぶためには、グレードが
いくつ必要？","How much Grade do you need
to play the 'Hard' battle
difficulty?"
06201.sfm,0x17E2,18,,よく戦ったよな････,We fought hard...
06201.sfm,0x17F5,64,,"戦闘の難易度で「マニア」を
遊ぶためには、グレードが
いくつ必要？","How much Grade do you need
to play the 'Mania' battle
difficulty?"
06201.sfm,0x1836,61,,"エルレインに作り変えられた現代に
ドーム型の街はいくつあった？","How many dome towns were there in
the present day remade by Elrane?"
06201.sfm,0x1874,41,,"ライフボトルを十五個買うと
いくらになる？","How much does it cost to buy
fifteen Life Bottles?"
06201.sfm,0x189E,26,,よくおせわになったなぁ････,Those sure came in handy...
06201.sfm,0x18B9,79,,"「海鮮カレー」のレシピを売ってるシェフが
いたけど、何ガルドで売ってたんだっけ？","There was a chef selling the 'Seafood
Curry' recipe. How much Gald was
he selling it for again?"
06201.sfm,0x1909,31,,"正解！
ちょっと高かったよねぇ？","Correct!
A bit pricey, wasn't it?"
06201.sfm,0x1929,77,,"「おにぎり」のレシピを売ってるシェフが
いたけど、何ガルドで売ってたんだっけ？","There was a chef selling the 'Rice
Ball' recipe. How much Gald was
he selling it for again?"
06201.sfm,0x1977,77,,"「一夜漬け」のレシピを売ってるシェフが
いたけど、何ガルドで売ってたんだっけ？","There was a chef selling the 'Overnight
Pickles' recipe. How much Gald was
he selling it for again?"
06201.sfm,0x19C5,75,,"「お刺身」のレシピを売ってるシェフが
いたけど、何ガルドで売ってたんだっけ？","There was a chef selling the 'Sashimi'
recipe. How much Gald was
he selling it for again?"
06201.sfm,0x1A11,73,,"「肉鍋」のレシピを売ってるシェフが
いたけど、何ガルドで売ってたんだっけ？","There was a chef selling the 'Meat Hot
Pot' recipe. How much Gald was
he selling it for again?"
06201.sfm,0x1A5B,77,,"「エビチリ」のレシピを売ってるシェフが
いたけど、何ガルドで売ってたんだっけ？","There was a chef selling the 'Chili
Shrimp' recipe. How much Gald was
he selling it for again?"
06201.sfm,0x1AA9,21,,"正解！
高かったよね？","Correct!
It was expensive, right?"
06201.sfm,0x1ABF,6,,**問題,**Question
06201.sfm,0x1AC6,10,,**正解です,**Correct
06203.sfm,0x44,26,,テイルズオブデスティニー２,Tales of Destiny 2
06203.sfm,0x5F,24,,テイルズオブデスティニー,Tales of Destiny
06203.sfm,0x78,24,,テイルズオブファンタジア,Tales of Phantasia
06203.sfm,0x91,22,,テイルズオブエターニア,Tales of Eternia
06203.sfm,0xA8,12,,いろいろ････,Miscellaneous...
06203.sfm,0xB5,35,,テイルズオブデスティニー２オブ<Kyle>,Tales of Destiny 2 of <Kyle>
06203.sfm,0xE2,25,,"あれ？
この本、白紙だ････","Huh?
This book is blank..."
06203.sfm,0xFC,41,,"セーブファイルが古いか
データの改造か････","Is the save file old,
or was the data modified..."
06203.sfm,0x126,30,,もしかして<03:00000010>････<03:00000004>バグ？,Could it be<03:00000010>...<03:00000004>a bug?
06203.sfm,0x145,56,,"どのクイズをやろうかな？
<03:00000000><size:000000C0>（<button:00000036>でキャンセル）","Which quiz should I do?
<03:00000000><size:000000C0>(<button:00000036> to cancel)"
06203.sfm,0x183,17,,"よし！
「%s」だ！","All right!
'%s' it is!"
06203.sfm,0x195,16,,やっぱりやめよう,Maybe I'll stop after all.
06203.sfm,0x1A6,6,yes,やめる,Quit
06203.sfm,0x1AD,8,yes,やめない,Don't
06203.sfm,0x1B6,27,yes," %sは
 称号「%s」を得ました"," %s got
 the title '%s'"
06203.sfm,0x1D2,26,,楽しいクイズの始まりだぜ！,Let the fun quiz begin!
06203.sfm,0x1ED,20,,ふぅ････いい汗かいた,Phew... that was a good workout.
06203.sfm,0x202,50,yes,"<size:00000180>今はクイズをできません
 
<button:00000035><button:00000036>本を閉じる","<size:00000180>Can't quiz right now
 
<button:00000035><button:00000036>Close book"
06222.sfm,0x1B4,10,,クオックス,Quox
06222.sfm,0x1BF,16,,グリーンドラゴン,Green Dragon
06222.sfm,0x1D0,10,,クラックス,Crux
06222.sfm,0x1DB,10,,グリフォン,Griffon
06222.sfm,0x1E6,12,,レヴィアタン,Leviathan
06222.sfm,0x1F3,12,,シーラカンス,Coelacanth
06222.sfm,0x200,33,,"このモンスターがなにか
わかるか？","Do you know what
this monster is?"
06222.sfm,0x222,6,,やるな,Not bad.
06222.sfm,0x229,8,,あまいな,Naive.
06222.sfm,0x232,4,yes,フッ,Hmph
06222.sfm,0x237,200,,反応があまいっ,Too slow to react.
06223.sfm,0x1B4,18,,イクティノスの部屋,Igtenos's room
06223.sfm,0x1C7,16,,ディムロスの部屋,Dymlos's room
06223.sfm,0x1D8,14,,カーレルの部屋,Karell's room
06223.sfm,0x1E7,6,,発令所,Command center
06223.sfm,0x1EE,12,,一般兵の部屋,Regular soldiers' room
06223.sfm,0x1FB,11,,<Harold>の部屋,<Harold>'s room
06223.sfm,0x207,24,,ここはどんな部屋だっけ？,What room was this again?
06223.sfm,0x220,48,,"正解！
情報戦が得意なだけあって
知的な部屋だよね","Correct!
An intellectual room, fitting for
someone good at information warfare."
06223.sfm,0x251,50,,"はずれ
ディムロスさんの部屋は
もう少し広かったかな","Wrong.
Dymlos's room was a bit
bigger, I think."
06223.sfm,0x284,19,,"はずれ
似てるけどね","Wrong.
Similar, though."
06223.sfm,0x298,33,,"いくらなんでも
それはないだろー！","No way it's
that one!"
06223.sfm,0x2BA,27,,"それにしちゃ
豪華すぎない？","Isn't it too fancy
for that?"
06223.sfm,0x2D6,34,,"<Harold>の部屋にしちゃ
普通すぎない？","Isn't it too normal
for <Harold>'s room?"
06223.sfm,0x2F9,262,,"残念、時間切れ
ちょっと難しかったかな？","Too bad, time's up.
Was that a bit too hard?"
06224.sfm,0x1B4,18,,ハーメルの町を襲撃,Attacked the town of Hamel
06224.sfm,0x1C7,20,,トーティスの村を襲撃,Attacked the village of Totus
06224.sfm,0x1DC,16,,世界を崩壊させた,Destroyed the world
06224.sfm,0x200,18,,せっけんを発明した,Invented soap
06224.sfm,0x213,18,,ダオスを復活させた,Revived Dhaos
06224.sfm,0x226,33,,"この人が
したことはなんでしょう？","What did this
person do?"
06224.sfm,0x248,48,,"正解！
そのときにアーチェの親友の
リアさんも････","Correct!
That's when Arche's best friend
Lia also..."
06224.sfm,0x279,21,,"違うわ
それは別の人よ","Wrong.
That's someone else."
06224.sfm,0x28F,6,,違うわ,Wrong.
06224.sfm,0x296,27,,"違うわ
それも怖いけれど････","Wrong.
That would be scary too, though..."
06224.sfm,0x2B2,33,,"違うわ
････役に立った人じゃないわ","Wrong.
...He wasn't useful to anyone."
06224.sfm,0x2D4,26,,そこまではしてないけど････,He didn't go quite that far...
06224.sfm,0x2EF,272,,残念、時間切れね････,"Too bad, time's up..."
06225.sfm,0x1B4,4,, １ ,1
06225.sfm,0x1B9,4,, ２ ,2
06225.sfm,0x1BE,4,, ３ ,3
06225.sfm,0x1C3,4,, ４ ,4
06225.sfm,0x1C8,52,,"次のモンスターの
うち「メディウム」
はどれでしょう？","Which of these
monsters is the
'Medium'?"
06225.sfm,0x1FD,23,,"正解！
よく見分けたわね","Correct!
Good eye."
06225.sfm,0x215,27,yes,"違うわ
もうちょっとよく見て","Wrong.
Look more closely."
06225.sfm,0x231,206,,"時間切れね
まぎらわしかったかしら？","Time's up.
Was that too confusing?"
06226.sfm,0x1B4,4,, ４ ,4
06226.sfm,0x1B9,4,, １ ,1
06226.sfm,0x1BE,4,, ２ ,2
06226.sfm,0x1C3,4,, ３ ,3
06226.sfm,0x1C8,59,,"次のモンスターの
うち
「アパッチドクター」
はどれでしょう？","Which of these
monsters is the
'Apache Doctor'?"
06226.sfm,0x204,23,,"正解！
よく見分けたわね","Correct!
Good eye."
06226.sfm,0x21C,27,yes,"違うわ
もうちょっとよく見て","Wrong.
Look more closely."
06226.sfm,0x238,199,,"時間切れね
まぎらわしかったかしら？","Time's up.
Was that too confusing?"
06227.sfm,0x1B4,8,,あってる,That's right
06227.sfm,0x1BD,16,,ビーフがいらない,No beef needed
06227.sfm,0x1CE,16,,チーズがいらない,No cheese needed
06227.sfm,0x1DF,18,,ブレッドがいらない,No bread needed
06227.sfm,0x1F2,16,,ライスが足りない,Not enough rice
06227.sfm,0x203,8,,全部違う,All wrong
06227.sfm,0x20C,68,,"この料理に必要な食材は
ビーフ、チーズ、ブレッド
で、あってるかしら？","The ingredients for this dish are
beef, cheese and bread.
Is that right?"
06227.sfm,0x251,56,,"正解！
食べ物の事となると
ちゃんと答えられるのね、ふふっ","Correct!
When it comes to food, you
answer properly, hehe."
06227.sfm,0x28A,29,yes,"違うわ
それじゃ美味しくないわ","Wrong.
That won't taste good."
06227.sfm,0x2A8,22,,ごはんに合うのかしら？,Does that go with rice?
06227.sfm,0x2BF,20,,何を作るつもりなの？,What are you planning to make?
06227.sfm,0x2D4,299,,"いつも食べてばかりじゃなくて
料理の勉強もしましょう","Instead of just eating all the time,
let's study cooking too."
06228.sfm,0x1B4,12,,マンゴスチン,Mangosteen
06228.sfm,0x1C1,8,,にんじん,Carrot
06228.sfm,0x1CA,12,,アップルグミ,Apple Gummy
06228.sfm,0x1D7,6,,たまご,Egg
06228.sfm,0x1DE,10,,さくらんぼ,Cherries
06228.sfm,0x1E9,4,,あじ,Horse Mackerel
06228.sfm,0x1EE,44,,"次のうち
この料理に使える
食材は何でしょう？","Which of these
ingredients can be
used in this dish?"
06228.sfm,0x21B,54,,"正解！
他にもいろいろな
フルーツを入れると美味しいわよ","Correct!
It's tasty with all sorts
of other fruits, too."
06228.sfm,0x252,27,,"違うわ
サラダになっちゃうわ","Wrong.
That would make it a salad."
06228.sfm,0x26E,48,,"違うわ
トッピングとしては
面白いと思うけれど････","Wrong.
It'd be interesting as a
topping, though..."
06228.sfm,0x29F,29,,"違うわ
プリンでも作るつもり？","Wrong.
Are you making pudding?"
06228.sfm,0x2BD,52,,"････う～ん、
そういう食材は
出てこないんだけれど････","...Hmm,
that ingredient doesn't
really come up..."
06228.sfm,0x2F2,23,,"食べたくないわ････
それ","I don't want to eat...
that."
06228.sfm,0x30A,245,,"時間切れね
これを機会に料理の勉強を
してみない？","Time's up.
Why not take this chance to
study cooking?"
06229.sfm,0x1B4,12,,ペスカトーレ,Pescatore
06229.sfm,0x1C1,10,,ナポリタン,Napolitan
06229.sfm,0x1CC,8,,グラタン,Gratin
06229.sfm,0x1D5,8,,おさしみ,Sashimi
06229.sfm,0x1DE,12,,サンドイッチ,Sandwich
06229.sfm,0x1EB,14,,フルーツポンチ,Fruit Punch
06229.sfm,0x1FA,28,,この料理の名前は何でしょう？,What's the name of this dish?
06229.sfm,0x217,27,,"正解！
豪華なパスタ料理よね","Correct!
A fancy pasta dish."
06229.sfm,0x233,52,,"惜しいわ
パスタ料理というのは
あってるんだけれど････","Close.
You're right that it's
a pasta dish, but..."
06229.sfm,0x268,31,,"違うわ
えびは共通してるけれどね","Wrong.
They do both have shrimp, though."
06229.sfm,0x288,6,,違うわ,Wrong.
06229.sfm,0x28F,27,,"････パンに
はさんでないわよ","...It's not sandwiched
in bread."
06229.sfm,0x2AB,19,,"デザートなの？
これ","Is this
a dessert?"
06229.sfm,0x2BF,64,,"料理の名前くらい
覚えましょう","At least learn the
names of dishes."
06230.sfm,0x1B4,12,,顔が変になる,Your face goes weird
06230.sfm,0x1C1,8,,恋が実る,Love blossoms
06230.sfm,0x1CA,18,,見えない敵が見える,See invisible enemies
06230.sfm,0x1DD,10,,姿が消える,You turn invisible
06230.sfm,0x1E8,12,,光を反射する,Reflects light
06230.sfm,0x1F5,8,,瞬間移動,Teleportation
06230.sfm,0x1FE,14,,攻撃力が上がる,Raises attack
06230.sfm,0x20D,14,,防御力が上がる,Raises defense
06230.sfm,0x21C,33,,"このアイテムの
効果は何でしょう？","What is the effect
of this item?"
06230.sfm,0x23E,67,,"正解！
ステータス画面の顔が
おかしくなるの
ふふっ、変なアイテムよね","Correct!
Your face on the status
screen goes funny.
Hehe, what a strange item."
06230.sfm,0x282,38,,"違うわ
････そういうのに
興味があるの？","Wrong.
...Are you interested
in that sort of thing?"
06230.sfm,0x2A9,31,,"違うわ
そんなに実用的じゃないわ","Wrong.
It's not that practical."
06230.sfm,0x2C9,6,,違うわ,Wrong.
06230.sfm,0x2D0,35,,"違うわ
それじゃただの鏡じゃない････","Wrong.
That would just make it a mirror..."
06230.sfm,0x2F4,267,,ちょっと難しかったかしら？,Was that a little too hard?
06231.sfm,0x1B4,12,,空を飛ぶもの,Something that flies
06231.sfm,0x1C1,14,,料理を作るもの,Something for cooking
06231.sfm,0x1D0,18,,祈りをささげる道具,A tool for offering prayers
06231.sfm,0x1E3,14,,寝るためのもの,Something to sleep in
06231.sfm,0x1F2,10,,防具の一種,A kind of armor
06231.sfm,0x1FD,16,,犯人を当てるもの,Something to find culprits
06231.sfm,0x20E,33,,"この道具は
何に使うものでしょう？","What is this tool
used for?"
06231.sfm,0x230,29,,"正解！
名前は「レアバード」ね","Correct!
It's called a 'Rheaird'."
06231.sfm,0x24E,36,,"違うわ
食べることしか
考えてないの？","Wrong.
Is eating all you
ever think about?"
06231.sfm,0x273,6,,違うわ,Wrong.
06231.sfm,0x27A,39,,"違うわ
<Kyle>はいつも
寝てばっかりなのね","Wrong.
<Kyle>, you're always
sleeping, aren't you."
06231.sfm,0x2A2,25,,"違うわ
もっと大きなものよ","Wrong.
It's something much bigger."
06231.sfm,0x2BC,16,,････どうやって？,...How?
06231.sfm,0x2CD,50,,時間切れよ,Time's up.
06232.sfm,0x1B4,14,,エプロンドレス,Apron dress
06232.sfm,0x1C3,10,,フライパン,Frying pan
06232.sfm,0x1CE,6,,子供服,Children's clothes
06232.sfm,0x1D5,14,,マーボーカレー,Mapo Curry
06232.sfm,0x1E4,6,,リボン,Ribbon
06232.sfm,0x1EB,6,,調味料,Seasonings
06232.sfm,0x1F2,58,,"リリスさんの家の
このタンスに入ってる物
なんだかわかるか？","Know what's inside
this dresser at
Lilith's house?"
06232.sfm,0x22D,47,,"そうそう、そうだったよな！
よく似合いそうだよな","Yeah, yeah, that's right!
It'd look great on her."
06232.sfm,0x25D,39,,"こんなとこには
入ってねぇんじゃないか？","You wouldn't keep that
in a place like this, would you?"
06232.sfm,0x285,20,,ちょっと惜しいかもな,That might be a bit close.
06232.sfm,0x29A,22,,ど、どうやってだよ！？,H-how would that even work!?
06232.sfm,0x2B1,14,,う～ん、違うな,"Hmm, no."
06232.sfm,0x2C0,12,,なんでだよ！,Why would it be!
06232.sfm,0x2CD,306,,"まぁ、人様の家の物を
勝手にいじくりまわす趣味は
ない方がいいけどな","Well, it's better not to make a
hobby of rummaging through
other people's things."
06233.sfm,0x1B4,10,,オウルベア,Owlbear
06233.sfm,0x1BF,14,,カンバラーベア,Kumbara Bear
06233.sfm,0x1CE,10,,エッグベア,Egg Bear
06233.sfm,0x1D9,12,,ビッグフット,Bigfoot
06233.sfm,0x1E6,60,,"俺と<Kyle>が
一番最初に戦った
このモンスターの名前
わかるか？","The very first monster
<Kyle> and I fought.
Know its
name?"
06233.sfm,0x223,26,,よくおぼえてたじゃねぇか！,You remembered!
06233.sfm,0x23E,8,,惜しい！,Close!
06233.sfm,0x247,20,,試練を乗り越えるんだ,Overcome the trial.
06233.sfm,0x25C,26,,クレスタ周辺にはいないよな,Those don't live around Cresta.
06233.sfm,0x277,136,,"俺が大活躍しすぎたせいで
忘れちまったのか？","Did you forget because I was
too busy stealing the show?"
06234.sfm,0x1B4,14,,ハイデルベルグ,Heidelberg
06234.sfm,0x1C3,12,,スノーフリア,Snowfria
06234.sfm,0x1D0,10,,ペイルティ,Peruti
06234.sfm,0x1DB,12,,アイグレッテ,Aigrette
06234.sfm,0x1E8,8,,クレスタ,Cresta
06234.sfm,0x1F1,8,,チェリク,Cherik
06234.sfm,0x1FA,14,,ダリルシェイド,Darilsheid
06234.sfm,0x209,14,,ノイシュタット,Neuestadt
06234.sfm,0x218,25,,"この街
どこだかわかるか？","Know which town
this is?"
06234.sfm,0x232,35,,"そうそう
あったよな、こんなところ！","Yeah, yeah,
there was a place like this!"
06234.sfm,0x256,55,,"まぁ、雪が積もってるって
とこまでは当たってるんだけどな","Well, you got the 'covered in snow'
part right, at least."
06234.sfm,0x28E,37,,"根本的に何か
間違ってる気がするぜ････","I feel like something's
fundamentally wrong here..."
06234.sfm,0x2B4,20,,雪は降ってなかったぜ,It wasn't snowing there.
06234.sfm,0x2C9,47,,"オイオイ
俺達の住む街にこんな場所なかっただろ？","Hey, hey.
There's no place like this in our town."
06234.sfm,0x2F9,18,,むしろ暑い地方だぜ,"If anything, that's a hot region."
06234.sfm,0x30C,10,,違うよな！,Wrong!
06234.sfm,0x317,14,,よく見るんだ！,Look closely!
06234.sfm,0x326,217,,よぉく見りゃわかるぜ！,Look closely and you'll get it!
06235.sfm,0x1B4,8,,イレーヌ,Ilene
06235.sfm,0x1BD,8,,ヒューゴ,Hugo
06235.sfm,0x1C6,10,,ミクトラン,Kronos
06235.sfm,0x1D1,8,,バルック,Baruk
06235.sfm,0x1DA,61,,"オベロン社廃坑の
奥にあった
この石碑の文章は
誰によるものだ？","Who wrote the text on
this monument deep in
the Oberon Abandoned
Mine?"
06235.sfm,0x218,29,,"ちゃーんと
覚えてるようだな！","Looks like you
remembered properly!"
06235.sfm,0x236,14,,違うんだよな～,"Nope, that's not it~"
06235.sfm,0x245,16,,あぁ、違う違う！,"Ah, no, no!"
06235.sfm,0x256,18,,おいおい、違うって,"Hey, hey, wrong."
06235.sfm,0x269,150,,まさか、おぼえてないのか！？,Don't tell me you forgot!?
06236.sfm,0x1B4,14,,アクアヴェイル,Aquaveil
06236.sfm,0x1C3,14,,ハイデルベルグ,Heidelberg
06236.sfm,0x1D2,14,,ダリルシェイド,Darilsheid
06236.sfm,0x1E1,12,,アイグレッテ,Aigrette
06236.sfm,0x1EE,12,,スノーフリア,Snowfria
06236.sfm,0x1FB,6,,リーネ,Lienea
06236.sfm,0x202,57,,"クレスタの雑貨屋・装備品屋にある
このミソの産地はどこだ？","Where does the miso sold at the
general store in Cresta come from?"
06236.sfm,0x23C,48,,"正解だぜ！
よくおぼえてたじゃねぇか！
やるな！！","Correct!
You remembered!
Not bad!!"
06236.sfm,0x26D,35,,"あの気候じゃ
難しそうに見えるよなぁ","Seems hard to make
in that climate."
06236.sfm,0x291,16,,残念だが違うぜ！,"Too bad, wrong!"
06236.sfm,0x2A2,8,,違うぞ！,Wrong!
06236.sfm,0x2AB,24,,魚なら豊富かもしれねぇな,"They might have plenty of fish, though."
06236.sfm,0x2C4,42,,"違うな！
野菜は豊富に取れる
ところだけどな","Wrong!
Though they do grow
plenty of vegetables."
06236.sfm,0x2EF,272,,"覚えてなかったか？
時間切れだぜ","Didn't remember?
Time's up."
06237.sfm,0x1B4,6,,マリー,Mary
06237.sfm,0x1BB,8,,ルーティ,Rutee
06237.sfm,0x1C4,10,,エルレイン,Elrane
06237.sfm,0x1CF,6,,スタン,Stahn
06237.sfm,0x1E2,8,,フィリア,Philia
06237.sfm,0x1EB,10,,コングマン,Kongman
06237.sfm,0x1F6,75,,"デュナミス孤児院に
あったこのくまの
ぬいぐるみを作ったのは
誰だかわかるか？","Know who made this
teddy bear that was
at the Dunamis
Orphanage?"
06237.sfm,0x242,39,,"よく知ってたな！
俺も忘れてたぐらいだぜ","You knew that!
Even I'd forgotten."
06237.sfm,0x26A,39,,"ルーティさんには
真似できない芸当かもな","That might be a feat
Rutee couldn't match."
06237.sfm,0x292,26,,人々の幸福のためってか！？,For the happiness of the people!?
06237.sfm,0x2AD,39,,"作ってるの見たことあるとでも
言うのか？","You're saying you've seen
him making one?"
06237.sfm,0x2D5,24,,"<Kyle>････
嘘はいけないぜ","<Kyle>...
No lying."
06237.sfm,0x2EE,20,,お前、夢見てるぜ････,You're dreaming...
06237.sfm,0x303,29,,"作ってても
おかしくないけどな","It wouldn't be strange
if he made one, though."
06237.sfm,0x326,217,,"以外と知られてないもんなぁ
仕方ないか","Not many people know that.
Can't be helped."
06238.sfm,0x1B4,10,,ヴァサーゴ,Vassago
06238.sfm,0x1BF,10,,ヴァーサゴ,Vasago
06238.sfm,0x1CA,10,,ヴァサゴー,Vassagoh
06238.sfm,0x1D5,10,,ウァサーゴ,Wassago
06238.sfm,0x1E0,10,,ヴァゴーサ,Vagosa
06238.sfm,0x1EB,10,,ヴァサゴン,Vassagon
06238.sfm,0x1F6,12,,ウァサーゴン,Wassagon
06238.sfm,0x203,12,,ヴァーサゴン,Vasagon
06238.sfm,0x210,69,,"ダリルシェイド地下水道に
でてくる
このモンスターの
名前って何だった？","What was the name of this
monster that appears in
the Darilsheid
Underground Waterway?"
06238.sfm,0x256,18,,よくわかったなぁ！,You got it!
06238.sfm,0x269,29,,"間違っておぼえてる
みたいだぞ","Looks like you remembered
it wrong."
06238.sfm,0x287,6,,違うな,Wrong.
06238.sfm,0x28E,12,,よぉく見ろ？,Look closely.
06238.sfm,0x29B,27,,"わざと
････じゃないよなぁ？","That's not...
on purpose, is it?"
06238.sfm,0x2B7,20,,どこの怪獣の名前だ？,What kind of kaiju name is that?
06238.sfm,0x2CC,18,,ぜーんぜん違うぜ！,Not even close!
06238.sfm,0x2DF,31,,"かなり正解から遠いと
思うぞ････","That's pretty far from
the right answer..."
06238.sfm,0x2FF,256,,"どうした！
見分けがつかないのか？","What's wrong!
Can't tell them apart?"
06239.sfm,0x1B4,4,, １ ,1
06239.sfm,0x1B9,4,, ２ ,2
06239.sfm,0x1BE,4,, ３ ,3
06239.sfm,0x1C3,4,, ４ ,4
06239.sfm,0x1C8,4,, ５ ,5
06239.sfm,0x1CD,4,, ６ ,6
06239.sfm,0x1D2,4,, ７ ,7
06239.sfm,0x1D7,4,, ８ ,8
06239.sfm,0x1DC,26,,"どれが<Kyle>か
わかるかな？","Can you tell
which one is <Kyle>?"
06239.sfm,0x1F7,21,,"シェフに
なりたいのか","You want to be
a chef?"
06239.sfm,0x20D,21,yes,"まーだまだ
あまいねー","Still too
naive~"
06239.sfm,0x223,12,,これは俺だっ,That's me!
06239.sfm,0x230,16,,ビンゴーーーーー,Bingooooo!
06239.sfm,0x241,10,,おしーなー,So close~
06239.sfm,0x24C,179,,"どうした
疲れたのか
おぶってやろうか？","What's wrong?
Tired?
Want a piggyback?"
06240.sfm,0x1B4,4,, １ ,1
06240.sfm,0x1B9,4,, ２ ,2
06240.sfm,0x1BE,4,, ３ ,3
06240.sfm,0x1C3,4,, ４ ,4
06240.sfm,0x1C8,4,, ５ ,5
06240.sfm,0x1CD,4,, ６ ,6
06240.sfm,0x1D2,4,, ７ ,7
06240.sfm,0x1D7,4,, ８ ,8
06240.sfm,0x1DC,26,,"どれが<Kyle>か
わかるかな？","Can you tell
which one is <Kyle>?"
06240.sfm,0x1F7,10,,おしーなー,So close~
06240.sfm,0x202,12,yes,これは俺だっ,That's me!
06240.sfm,0x20F,21,yes,"まーだまだ
あまいねー","Still too
naive~"
06240.sfm,0x225,16,,ビンゴーーーーー,Bingooooo!
06240.sfm,0x236,201,,"どうした
疲れたのか
おぶってやろうか？","What's wrong?
Tired?
Want a piggyback?"
06241.sfm,0x1B4,4,, １ ,1
06241.sfm,0x1B9,4,, ２ ,2
06241.sfm,0x1BE,4,, ３ ,3
06241.sfm,0x1C3,4,, ４ ,4
06241.sfm,0x1C8,4,, ５ ,5
06241.sfm,0x1CD,4,, ６ ,6
06241.sfm,0x1D2,4,, ７ ,7
06241.sfm,0x1D7,4,, ８ ,8
06241.sfm,0x1DC,26,,"どれが<Kyle>か
わかるかな？","Can you tell
which one is <Kyle>?"
06241.sfm,0x1F7,21,,"シェフに
なりたいのか","You want to be
a chef?"
06241.sfm,0x20D,21,yes,"まーだまだ
あまいねー","Still too
naive~"
06241.sfm,0x223,10,,おしーなー,So close~
06241.sfm,0x22E,16,,ビンゴーーーーー,Bingooooo!
06241.sfm,0x23F,192,,"どうした
疲れたのか
おぶってやろうか？","What's wrong?
Tired?
Want a piggyback?"
06242.sfm,0xB4,24,,このアイテムは何か答えよ,Name this item.
06242.sfm,0xCD,4,,残念,Too bad.
06242.sfm,0xD2,6,,正解！,Correct!
06242.sfm,0xD9,8,,時間切れ,Time's up.
06242.sfm,0xE2,28,,このアイテムの名前はなんだ？,What's the name of this item?
06242.sfm,0xFF,8,,違うよ！,Wrong!
06242.sfm,0x108,12,,時間切れだよ,Time's up.
06242.sfm,0x115,34,,このアイテムの名前はなんでしょう？,What's the name of this item?
06242.sfm,0x138,6,,違うわ,Wrong.
06242.sfm,0x13F,6,,正解ね,Correct.
06242.sfm,0x146,10,,時間切れよ,Time's up.
06242.sfm,0x151,20,,このアイテムは何だ？,What is this item?
06242.sfm,0x166,8,,違うって,Nope.
06242.sfm,0x16F,8,,正解だ！,Correct!
06242.sfm,0x178,12,,時間切れだな,Time's up.
06242.sfm,0x185,6,,違う！,Wrong!
06242.sfm,0x18C,10,,時間切れだ,Time's up.
06242.sfm,0x197,30,,このアイテムは何かわかるかい？,Do you know what this item is?
06242.sfm,0x1B6,6,,違うよ,Wrong.
06242.sfm,0x1BD,10,,正解だよ！,Correct!
06242.sfm,0x1C8,12,,時間切れだね,Time's up.
06242.sfm,0x1D5,10,,間違いだわ,That's wrong.
06242.sfm,0x1E0,8,,正解ね！,Correct!
